 2     0.128871
 1     0.118769
 3     0.115058
 4     0.101031
 0     0.092568
 5     0.076003
 6     0.052695
-1     0.044713
 7     0.039271
-2     0.028785
 8     0.028742
 9     0.028399
 11    0.016789
-3     0.016357
 10    0.014113
-4     0.010919
 12    0.010272
 14    0.008977
 13    0.008330
 15    0.006474
 16    0.005954
-5     0.004877
 17    0.004704
 18    0.003884
 21    0.003496
 20    0.003194
 19    0.002719
-6     0.002287
 23    0.001640
 25    0.001640
 22    0.001511
-7     0.001381
 24    0.001338
 27    0.000993
 26    0.000993
 28    0.000777
 30    0.000777
 34    0.000734
 29    0.000734
 32    0.000734
 33    0.000604
 31    0.000518
 36    0.000432
-8     0.000388
 35    0.000386
-9     0.000345
 37    0.000302
 41    0.000302
 43    0.000259
 46    0.000259
 53    0.000259
 51    0.000259
 52    0.000216
 50    0.000216
 75    0.000216
 58    0.000173
 54    0.000173
-10    0.000173
-12    0.000173
 38    0.000173
 47    0.000129
 40    0.000129
 45    0.000129
 61    0.000129
 69    0.000129
 68    0.000129
 42    0.000129
 90    0.000086
 66    0.000086
-11    0.000086
 72    0.000086
 71    0.000086
 70    0.000086
 44    0.000086
 65    0.000086
 49    0.000086
 39    0.000086
 48    0.000086
 60    0.000086
 59    0.000086
 57    0.000086
-14    0.000043
 99    0.000043
 97    0.000043
 92    0.000043
 78    0.000043
 87    0.000043
 67    0.000043
 77    0.000043
 56    0.000043
 74    0.000043
 62    0.000043
 63    0.000043
 64    0.000043
