LOSS: 0.34947752309155955
i: -99; Actual: 0; Predicted: 0.000000
i: -98; Actual: 0; Predicted: 0.000000
i: -97; Actual: 0; Predicted: 0.000000
i: -96; Actual: 0; Predicted: 0.000000
i: -95; Actual: 0; Predicted: 0.000000
i: -94; Actual: 0; Predicted: 0.000000
i: -93; Actual: 0; Predicted: 0.000000
i: -92; Actual: 0; Predicted: 0.000000
i: -91; Actual: 0; Predicted: 0.000000
i: -90; Actual: 0; Predicted: 0.000000
i: -89; Actual: 0; Predicted: 0.000000
i: -88; Actual: 0; Predicted: 0.000000
i: -87; Actual: 0; Predicted: 0.000000
i: -86; Actual: 0; Predicted: 0.000000
i: -85; Actual: 0; Predicted: 0.000000
i: -84; Actual: 0; Predicted: 0.000000
i: -83; Actual: 0; Predicted: 0.000000
i: -82; Actual: 0; Predicted: 0.000000
i: -81; Actual: 0; Predicted: 0.000000
i: -80; Actual: 0; Predicted: 0.000000
i: -79; Actual: 0; Predicted: 0.000000
i: -78; Actual: 0; Predicted: 0.000000
i: -77; Actual: 0; Predicted: 0.000000
i: -76; Actual: 0; Predicted: 0.000000
i: -75; Actual: 0; Predicted: 0.000000
i: -74; Actual: 0; Predicted: 0.000000
i: -73; Actual: 0; Predicted: 0.000000
i: -72; Actual: 0; Predicted: 0.000000
i: -71; Actual: 0; Predicted: 0.000000
i: -70; Actual: 0; Predicted: 0.000000
i: -69; Actual: 0; Predicted: 0.000000
i: -68; Actual: 0; Predicted: 0.000000
i: -67; Actual: 0; Predicted: 0.000000
i: -66; Actual: 0; Predicted: 0.000000
i: -65; Actual: 0; Predicted: 0.000000
i: -64; Actual: 0; Predicted: 0.000000
i: -63; Actual: 0; Predicted: 0.000000
i: -62; Actual: 0; Predicted: 0.000000
i: -61; Actual: 0; Predicted: 0.000000
i: -60; Actual: 0; Predicted: 0.000000
i: -59; Actual: 0; Predicted: 0.000000
i: -58; Actual: 0; Predicted: 0.000000
i: -57; Actual: 0; Predicted: 0.000000
i: -56; Actual: 0; Predicted: 0.000000
i: -55; Actual: 0; Predicted: 0.000000
i: -54; Actual: 0; Predicted: 0.000000
i: -53; Actual: 0; Predicted: 0.000000
i: -52; Actual: 0; Predicted: 0.000000
i: -51; Actual: 0; Predicted: 0.000000
i: -50; Actual: 0; Predicted: 0.000000
i: -49; Actual: 0; Predicted: 0.000000
i: -48; Actual: 0; Predicted: 0.000000
i: -47; Actual: 0; Predicted: 0.000000
i: -46; Actual: 0; Predicted: 0.000000
i: -45; Actual: 0; Predicted: 0.000000
i: -44; Actual: 0; Predicted: 0.000000
i: -43; Actual: 0; Predicted: 0.000000
i: -42; Actual: 0; Predicted: 0.000000
i: -41; Actual: 0; Predicted: 0.000000
i: -40; Actual: 0; Predicted: 0.000000
i: -39; Actual: 0; Predicted: 0.000000
i: -38; Actual: 0; Predicted: 0.000000
i: -37; Actual: 0; Predicted: 0.000000
i: -36; Actual: 0; Predicted: 0.000000
i: -35; Actual: 0; Predicted: 0.000000
i: -34; Actual: 0; Predicted: 0.000000
i: -33; Actual: 0; Predicted: 0.000000
i: -32; Actual: 0; Predicted: 0.000000
i: -31; Actual: 0; Predicted: 0.000000
i: -30; Actual: 0; Predicted: 0.000000
i: -29; Actual: 0; Predicted: 0.000000
i: -28; Actual: 0; Predicted: 0.000000
i: -27; Actual: 0; Predicted: 0.000000
i: -26; Actual: 0; Predicted: 0.000000
i: -25; Actual: 0; Predicted: 0.000000
i: -24; Actual: 0; Predicted: 0.000000
i: -23; Actual: 0; Predicted: 0.000000
i: -22; Actual: 0; Predicted: 0.000000
i: -21; Actual: 0; Predicted: 0.000000
i: -20; Actual: 0; Predicted: 0.000000
i: -19; Actual: 0; Predicted: 0.000000
i: -18; Actual: 0; Predicted: 0.000000
i: -17; Actual: 0; Predicted: 0.000000
i: -16; Actual: 0; Predicted: 0.000000
i: -15; Actual: 0; Predicted: 0.554855
i: -14; Actual: 0; Predicted: 0.076427
i: -13; Actual: 0; Predicted: 0.491385
i: -12; Actual: 0; Predicted: 0.234042
i: -11; Actual: 0; Predicted: 0.470522
i: -10; Actual: 0; Predicted: 0.336657
i:  -9; Actual: 0; Predicted: 0.489014
i:  -8; Actual: 0; Predicted: 0.196391
i:  -7; Actual: 0; Predicted: 0.400878
i:  -6; Actual: 0; Predicted: 0.661166
i:  -5; Actual: 0; Predicted: 0.273850
i:  -4; Actual: 0; Predicted: 0.673743
i:  -3; Actual: 0; Predicted: 0.698033
i:  -2; Actual: 0; Predicted: 0.538976
i:  -1; Actual: 0; Predicted: 0.404233
i:   0; Actual: 0; Predicted: 0.221178
i:   1; Actual: 0; Predicted: 0.144960
i:   2; Actual: 0; Predicted: 0.161394
i:   3; Actual: 0; Predicted: 0.216147
i:   4; Actual: 0; Predicted: 0.114130
i:   5; Actual: 0; Predicted: 0.147561
i:   6; Actual: 0; Predicted: 0.107734
i:   7; Actual: 0; Predicted: 0.197760
i:   8; Actual: 1; Predicted: 0.617782
i:   9; Actual: 1; Predicted: 0.454978
i:  10; Actual: 1; Predicted: 0.902897
i:  11; Actual: 1; Predicted: 0.916427
i:  12; Actual: 1; Predicted: 0.964275
i:  13; Actual: 1; Predicted: 0.887690
i:  14; Actual: 1; Predicted: 0.926234
i:  15; Actual: 1; Predicted: 0.917587
i:  16; Actual: 1; Predicted: 0.237167
i:  17; Actual: 1; Predicted: 0.636738
i:  18; Actual: 1; Predicted: 0.688222
i:  19; Actual: 1; Predicted: 0.664719
i:  20; Actual: 1; Predicted: 0.315059
i:  21; Actual: 1; Predicted: 0.471916
i:  22; Actual: 1; Predicted: 0.757225
i:  23; Actual: 1; Predicted: 0.390109
i:  24; Actual: 1; Predicted: 0.386043
i:  25; Actual: 1; Predicted: 0.708588
i:  26; Actual: 1; Predicted: 0.366342
i:  27; Actual: 1; Predicted: 0.363883
