LOSS: nan
i: -99; Actual: 0; Predicted: 0.000000
i:  28; Actual: 1; Predicted: 0.603692
i:  29; Actual: 1; Predicted: 0.580872
i:  30; Actual: 1; Predicted: 0.620316
i:  31; Actual: 1; Predicted: 0.579292
i:  32; Actual: 1; Predicted: 0.506322
i:  33; Actual: 1; Predicted: 0.423371
i:  34; Actual: 1; Predicted: 0.364901
i:  35; Actual: 1; Predicted: 0.376716
i:  36; Actual: 1; Predicted: 0.324665
i:  37; Actual: 1; Predicted: 0.356680
i:  38; Actual: 1; Predicted: 0.297194
i:  39; Actual: 1; Predicted: 0.315258
i:  40; Actual: 1; Predicted: 0.318583
i:  41; Actual: 1; Predicted: 0.296619
i:  42; Actual: 1; Predicted: 0.319366
i:  43; Actual: 1; Predicted: 0.329596
i:  44; Actual: 1; Predicted: 0.337128
i:  45; Actual: 1; Predicted: 0.319488
i:  46; Actual: 1; Predicted: 0.287121
i:  47; Actual: 1; Predicted: 0.289803
i:  48; Actual: 1; Predicted: 0.302078
i:  49; Actual: 1; Predicted: 0.272807
i:  50; Actual: 1; Predicted: 0.282154
i:  51; Actual: 1; Predicted: 0.293033
i:  52; Actual: 1; Predicted: 0.286348
i:  53; Actual: 1; Predicted: 0.219240
i:  54; Actual: 1; Predicted: 0.223131
i:  55; Actual: 1; Predicted: 0.268767
i:  56; Actual: 1; Predicted: 0.263507
i:  57; Actual: 1; Predicted: 0.253880
i:  58; Actual: 1; Predicted: 0.195523
i:  59; Actual: 1; Predicted: 0.185954
i:  60; Actual: 1; Predicted: 0.257014
i:  61; Actual: 1; Predicted: 1.000000
i:  62; Actual: 1; Predicted: 1.000000
i:  63; Actual: 1; Predicted: 1.000000
i:  64; Actual: 1; Predicted: 1.000000
i:  65; Actual: 1; Predicted: 1.000000
i:  66; Actual: 1; Predicted: 1.000000
i:  67; Actual: 1; Predicted: 1.000000
i:  68; Actual: 1; Predicted: 1.000000
i:  69; Actual: 1; Predicted: 1.000000
i:  70; Actual: 1; Predicted: 1.000000
i:  71; Actual: 1; Predicted: 1.000000
i:  72; Actual: 1; Predicted: 1.000000
i:  73; Actual: 1; Predicted: 1.000000
i:  74; Actual: 1; Predicted: 1.000000
i:  75; Actual: 1; Predicted: 1.000000
i:  76; Actual: 1; Predicted: 1.000000
i:  77; Actual: 1; Predicted: 1.000000
i:  78; Actual: 1; Predicted: 1.000000
i:  79; Actual: 1; Predicted: 1.000000
i:  80; Actual: 1; Predicted: 1.000000
i:  81; Actual: 1; Predicted: 1.000000
i:  82; Actual: 1; Predicted: 1.000000
i:  83; Actual: 1; Predicted: 1.000000
i:  84; Actual: 1; Predicted: 1.000000
i:  85; Actual: 1; Predicted: 1.000000
i:  86; Actual: 1; Predicted: 1.000000
i:  87; Actual: 1; Predicted: 1.000000
i:  88; Actual: 1; Predicted: 1.000000
i:  89; Actual: 1; Predicted: 1.000000
i:  90; Actual: 1; Predicted: 1.000000
i:  91; Actual: 1; Predicted: 1.000000
i:  92; Actual: 1; Predicted: 1.000000
i:  93; Actual: 1; Predicted: 1.000000
i:  94; Actual: 1; Predicted: 1.000000
i:  95; Actual: 1; Predicted: 1.000000
i:  96; Actual: 1; Predicted: 1.000000
i:  97; Actual: 1; Predicted: 1.000000
i:  98; Actual: 1; Predicted: 1.000000
i:  99; Actual: 1; Predicted: 1.000000

-------------------------
LOSS: nan
i: -99; Actual: 0; Predicted: 0.000000
i: -98; Actual: 0; Predicted: 0.000000
i: -97; Actual: 0; Predicted: 0.000000
i: -96; Actual: 0; Predicted: 0.000000
i: -95; Actual: 0; Predicted: 0.000000
i: -94; Actual: 0; Predicted: 0.000000
i: -93; Actual: 0; Predicted: 0.000000
i: -92; Actual: 0; Predicted: 0.000000
i: -91; Actual: 0; Predicted: 0.000000
i: -90; Actual: 0; Predicted: 0.000000
i: -89; Actual: 0; Predicted: 0.000000
i: -88; Actual: 0; Predicted: 0.000000
i: -87; Actual: 0; Predicted: 0.000000
i: -86; Actual: 0; Predicted: 0.000000
i: -85; Actual: 0; Predicted: 0.000000
i: -84; Actual: 0; Predicted: 0.000000
i: -83; Actual: 0; Predicted: 0.000000
i: -82; Actual: 0; Predicted: 0.000000
i: -81; Actual: 0; Predicted: 0.000000
i: -80; Actual: 0; Predicted: 0.000000
i: -79; Actual: 0; Predicted: 0.000000
i: -78; Actual: 0; Predicted: 0.000000
i: -77; Actual: 0; Predicted: 0.000000
i: -76; Actual: 0; Predicted: 0.000000
i: -75; Actual: 0; Predicted: 0.000000
i: -74; Actual: 0; Predicted: 0.000000
i: -73; Actual: 0; Predicted: 0.000000
i: -72; Actual: 0; Predicted: 0.000000
i: -71; Actual: 0; Predicted: 0.000000
i: -70; Actual: 0; Predicted: 0.000000
i: -69; Actual: 0; Predicted: 0.000000
i: -68; Actual: 0; Predicted: 0.000000
i: -67; Actual: 0; Predicted: 0.000000
i: -66; Actual: 0; Predicted: 0.000000
i: -65; Actual: 0; Predicted: 0.000000
i: -64; Actual: 0; Predicted: 0.000000
i: -63; Actual: 0; Predicted: 0.000000
i: -62; Actual: 0; Predicted: 0.000000
i: -61; Actual: 0; Predicted: 0.000000
i: -60; Actual: 0; Predicted: 0.000000
i: -59; Actual: 0; Predicted: 0.000000
i: -58; Actual: 0; Predicted: 0.000000
i: -57; Actual: 0; Predicted: 0.000000
i: -56; Actual: 0; Predicted: 0.000000
i: -55; Actual: 0; Predicted: 0.000000
i: -54; Actual: 0; Predicted: 0.000000
i: -53; Actual: 0; Predicted: 0.000000
i: -52; Actual: 0; Predicted: 0.000000
i: -51; Actual: 0; Predicted: 0.000000
i: -50; Actual: 0; Predicted: 0.000000
i: -49; Actual: 0; Predicted: 0.000000
i: -48; Actual: 0; Predicted: 0.000000
i: -47; Actual: 0; Predicted: 0.000000
i: -46; Actual: 0; Predicted: 0.000000
i: -45; Actual: 0; Predicted: 0.000000
i: -44; Actual: 0; Predicted: 0.000000
i: -43; Actual: 0; Predicted: 0.000000
i: -42; Actual: 0; Predicted: 0.000000
i: -41; Actual: 0; Predicted: 0.000000
i: -40; Actual: 0; Predicted: 0.000000
i: -39; Actual: 0; Predicted: 0.000000
i: -38; Actual: 0; Predicted: 0.000000
i: -37; Actual: 0; Predicted: 0.000000
i: -36; Actual: 0; Predicted: 0.000000
i: -35; Actual: 0; Predicted: 0.000000
i: -34; Actual: 0; Predicted: 0.000000
i: -33; Actual: 0; Predicted: 0.000000
i: -32; Actual: 0; Predicted: 0.000000
i: -31; Actual: 0; Predicted: 0.000000
i: -30; Actual: 0; Predicted: 0.000000
i: -29; Actual: 0; Predicted: 0.000000
i: -28; Actual: 0; Predicted: 0.000000
i: -27; Actual: 0; Predicted: 0.000000
i: -26; Actual: 0; Predicted: 0.000000
i: -25; Actual: 0; Predicted: 0.000000
i: -24; Actual: 0; Predicted: 0.000000
i: -23; Actual: 0; Predicted: 0.000000
i: -22; Actual: 0; Predicted: 0.000000
i: -21; Actual: 0; Predicted: 0.000000
i: -20; Actual: 0; Predicted: 0.000000
i: -19; Actual: 0; Predicted: 0.000000
i: -18; Actual: 0; Predicted: 0.000000
i: -17; Actual: 0; Predicted: 0.000000
i: -16; Actual: 0; Predicted: 0.000000
i: -15; Actual: 0; Predicted: 0.335864
i: -14; Actual: 0; Predicted: 0.543906
i: -13; Actual: 0; Predicted: 0.555628
i: -12; Actual: 0; Predicted: 0.562682
i: -11; Actual: 0; Predicted: 0.457470
i: -10; Actual: 0; Predicted: 0.258302
i:  -9; Actual: 0; Predicted: 0.069022
i:  -8; Actual: 0; Predicted: 0.041000
i:  -7; Actual: 0; Predicted: 0.038703
i:  -6; Actual: 0; Predicted: 0.071845
i:  -5; Actual: 0; Predicted: 0.089327
i:  -4; Actual: 0; Predicted: 0.125700
i:  -3; Actual: 0; Predicted: 0.159443
i:  -2; Actual: 0; Predicted: 0.185532
i:  -1; Actual: 0; Predicted: 0.278125
i:   0; Actual: 0; Predicted: 0.413537
i:   1; Actual: 0; Predicted: 0.547245
i:   2; Actual: 1; Predicted: 0.603690
i:   3; Actual: 1; Predicted: 0.650730
i:   4; Actual: 1; Predicted: 0.675180
i:   5; Actual: 1; Predicted: 0.723841
i:   6; Actual: 1; Predicted: 0.734975
i:   7; Actual: 1; Predicted: 0.744181
i:   8; Actual: 1; Predicted: 0.749603
i:   9; Actual: 1; Predicted: 0.762014
i:  10; Actual: 1; Predicted: 0.769721
i:  11; Actual: 1; Predicted: 0.790729
i:  12; Actual: 1; Predicted: 0.776544
i:  13; Actual: 1; Predicted: 0.797315
i:  14; Actual: 1; Predicted: 0.804676
i:  15; Actual: 1; Predicted: 0.806112
i:  16; Actual: 1; Predicted: 0.784083
i:  17; Actual: 1; Predicted: 0.765646
i:  18; Actual: 1; Predicted: 0.751040
i:  19; Actual: 1; Predicted: 0.751193
i:  20; Actual: 1; Predicted: 0.740863
i:  21; Actual: 1; Predicted: 0.715742
i:  22; Actual: 1; Predicted: 0.774729
i:  23; Actual: 1; Predicted: 0.769973
i:  24; Actual: 1; Predicted: 0.769974
i:  25; Actual: 1; Predicted: 0.709086
i:  26; Actual: 1; Predicted: 0.678522
i:  27; Actual: 1; Predicted: 0.717872
i:  28; Actual: 1; Predicted: 0.705328
i:  29; Actual: 1; Predicted: 0.680565
i:  30; Actual: 1; Predicted: 0.707792
i:  31; Actual: 1; Predicted: 0.657278
i:  32; Actual: 1; Predicted: 0.626748
i:  33; Actual: 1; Predicted: 0.584703
i:  34; Actual: 1; Predicted: 0.537374
i:  35; Actual: 1; Predicted: 0.530263
i:  36; Actual: 1; Predicted: 0.478202
i:  37; Actual: 1; Predicted: 0.436904
i:  38; Actual: 1; Predicted: 0.451963
i:  39; Actual: 1; Predicted: 0.479151
i:  40; Actual: 1; Predicted: 0.480599
i:  41; Actual: 1; Predicted: 0.435155
i:  42; Actual: 1; Predicted: 0.494260
i:  43; Actual: 1; Predicted: 0.444407
i:  44; Actual: 1; Predicted: 0.462258
i:  45; Actual: 1; Predicted: 0.462111
i:  46; Actual: 1; Predicted: 0.383414
i:  47; Actual: 1; Predicted: 0.372256
i:  48; Actual: 1; Predicted: 0.429765
i:  49; Actual: 1; Predicted: 0.392317
i:  50; Actual: 1; Predicted: 0.424564
i:  51; Actual: 1; Predicted: 0.335269
i:  52; Actual: 1; Predicted: 0.314871
i:  53; Actual: 1; Predicted: 0.257098
i:  54; Actual: 1; Predicted: 0.227878
i:  55; Actual: 1; Predicted: 0.250311
i:  56; Actual: 1; Predicted: 1.000000
i:  57; Actual: 1; Predicted: 1.000000
i:  58; Actual: 1; Predicted: 1.000000
i:  59; Actual: 1; Predicted: 1.000000
i:  60; Actual: 1; Predicted: 1.000000
i:  61; Actual: 1; Predicted: 1.000000
i:  62; Actual: 1; Predicted: 1.000000
i:  63; Actual: 1; Predicted: 1.000000
i:  64; Actual: 1; Predicted: 1.000000
i:  65; Actual: 1; Predicted: 1.000000
i:  66; Actual: 1; Predicted: 1.000000
i:  67; Actual: 1; Predicted: 1.000000
i:  68; Actual: 1; Predicted: 1.000000
i:  69; Actual: 1; Predicted: 1.000000
i:  70; Actual: 1; Predicted: 1.000000
i:  71; Actual: 1; Predicted: 1.000000
i:  72; Actual: 1; Predicted: 1.000000
i:  73; Actual: 1; Predicted: 1.000000
i:  74; Actual: 1; Predicted: 1.000000
i:  75; Actual: 1; Predicted: 1.000000
i:  76; Actual: 1; Predicted: 1.000000
i:  77; Actual: 1; Predicted: 1.000000
i:  78; Actual: 1; Predicted: 1.000000
i:  79; Actual: 1; Predicted: 1.000000
i:  80; Actual: 1; Predicted: 1.000000
i:  81; Actual: 1; Predicted: 1.000000
i:  82; Actual: 1; Predicted: 1.000000
i:  83; Actual: 1; Predicted: 1.000000
i:  84; Actual: 1; Predicted: 1.000000
i:  85; Actual: 1; Predicted: 1.000000
i:  86; Actual: 1; Predicted: 1.000000
i:  87; Actual: 1; Predicted: 1.000000
i:  88; Actual: 1; Predicted: 1.000000
i:  89; Actual: 1; Predicted: 1.000000
i:  90; Actual: 1; Predicted: 1.000000
i:  91; Actual: 1; Predicted: 1.000000
i:  92; Actual: 1; Predicted: 1.000000
i:  93; Actual: 1; Predicted: 1.000000
i:  94; Actual: 1; Predicted: 1.000000
i:  95; Actual: 1; Predicted: 1.000000
i:  96; Actual: 1; Predicted: 1.000000
i:  97; Actual: 1; Predicted: 1.000000
i:  98; Actual: 1; Predicted: 1.000000
i:  99; Actual: 1; Predicted: 1.000000

-------------------------
LOSS: nan
i: -99; Actual: 0; Predicted: 0.000000
i: -98; Actual: 0; Predicted: 0.000000
i: -97; Actual: 0; Predicted: 0.000000
i: -96; Actual: 0; Predicted: 0.000000
i: -95; Actual: 0; Predicted: 0.000000
i: -94; Actual: 0; Predicted: 0.000000
i: -93; Actual: 0; Predicted: 0.000000
i: -92; Actual: 0; Predicted: 0.000000
i: -91; Actual: 0; Predicted: 0.000000
i: -90; Actual: 0; Predicted: 0.000000
i: -89; Actual: 0; Predicted: 0.000000
i: -88; Actual: 0; Predicted: 0.000000
i: -87; Actual: 0; Predicted: 0.000000
i: -86; Actual: 0; Predicted: 0.000000
i: -85; Actual: 0; Predicted: 0.000000
i: -84; Actual: 0; Predicted: 0.000000
i: -83; Actual: 0; Predicted: 0.000000
i: -82; Actual: 0; Predicted: 0.000000
i: -81; Actual: 0; Predicted: 0.000000
i: -80; Actual: 0; Predicted: 0.000000
i: -79; Actual: 0; Predicted: 0.000000
i: -78; Actual: 0; Predicted: 0.000000
i: -77; Actual: 0; Predicted: 0.000000
i: -76; Actual: 0; Predicted: 0.000000
i: -75; Actual: 0; Predicted: 0.000000
i: -74; Actual: 0; Predicted: 0.000000
i: -73; Actual: 0; Predicted: 0.000000
i: -72; Actual: 0; Predicted: 0.000000
i: -71; Actual: 0; Predicted: 0.000000
i: -70; Actual: 0; Predicted: 0.000000
i: -69; Actual: 0; Predicted: 0.000000
i: -68; Actual: 0; Predicted: 0.000000
i: -67; Actual: 0; Predicted: 0.000000
i: -66; Actual: 0; Predicted: 0.000000
i: -65; Actual: 0; Predicted: 0.000000
i: -64; Actual: 0; Predicted: 0.000000
i: -63; Actual: 0; Predicted: 0.000000
i: -62; Actual: 0; Predicted: 0.000000
i: -61; Actual: 0; Predicted: 0.000000
i: -60; Actual: 0; Predicted: 0.000000
i: -59; Actual: 0; Predicted: 0.000000
i: -58; Actual: 0; Predicted: 0.000000
i: -57; Actual: 0; Predicted: 0.000000
i: -56; Actual: 0; Predicted: 0.000000
i: -55; Actual: 0; Predicted: 0.000000
i: -54; Actual: 0; Predicted: 0.000000
i: -53; Actual: 0; Predicted: 0.000000
i: -52; Actual: 0; Predicted: 0.000000
i: -51; Actual: 0; Predicted: 0.000000
i: -50; Actual: 0; Predicted: 0.000000
i: -49; Actual: 0; Predicted: 0.000000
i: -48; Actual: 0; Predicted: 0.000000
i: -47; Actual: 0; Predicted: 0.000000
i: -46; Actual: 0; Predicted: 0.000000
i: -45; Actual: 0; Predicted: 0.000000
i: -44; Actual: 0; Predicted: 0.000000
i: -43; Actual: 0; Predicted: 0.000000
i: -42; Actual: 0; Predicted: 0.000000
i: -41; Actual: 0; Predicted: 0.000000
i: -40; Actual: 0; Predicted: 0.000000
i: -39; Actual: 0; Predicted: 0.000000
i: -38; Actual: 0; Predicted: 0.000000
i: -37; Actual: 0; Predicted: 0.000000
i: -36; Actual: 0; Predicted: 0.000000
i: -35; Actual: 0; Predicted: 0.000000
i: -34; Actual: 0; Predicted: 0.000000
i: -33; Actual: 0; Predicted: 0.000000
i: -32; Actual: 0; Predicted: 0.000000
i: -31; Actual: 0; Predicted: 0.000000
i: -30; Actual: 0; Predicted: 0.000000
i: -29; Actual: 0; Predicted: 0.000000
i: -28; Actual: 0; Predicted: 0.000000
i: -27; Actual: 0; Predicted: 0.000000
i: -26; Actual: 0; Predicted: 0.000000
i: -25; Actual: 0; Predicted: 0.000000
i: -24; Actual: 0; Predicted: 0.000000
i: -23; Actual: 0; Predicted: 0.000000
i: -22; Actual: 0; Predicted: 0.000000
i: -21; Actual: 0; Predicted: 0.000000
i: -20; Actual: 0; Predicted: 0.000000
i: -19; Actual: 0; Predicted: 0.000000
i: -18; Actual: 0; Predicted: 0.000000
i: -17; Actual: 0; Predicted: 0.000000
i: -16; Actual: 0; Predicted: 0.000000
i: -15; Actual: 0; Predicted: 0.359015
i: -14; Actual: 0; Predicted: 0.612307
i: -13; Actual: 0; Predicted: 0.589028
i: -12; Actual: 0; Predicted: 0.674001
i: -11; Actual: 0; Predicted: 0.695873
i: -10; Actual: 0; Predicted: 0.617108
i:  -9; Actual: 0; Predicted: 0.476986
i:  -8; Actual: 0; Predicted: 0.347093
i:  -7; Actual: 0; Predicted: 0.231930
i:  -6; Actual: 0; Predicted: 0.314045
i:  -5; Actual: 0; Predicted: 0.193400
i:  -4; Actual: 0; Predicted: 0.193008
i:  -3; Actual: 0; Predicted: 0.179257
i:  -2; Actual: 0; Predicted: 0.180796
i:  -1; Actual: 0; Predicted: 0.277483
i:   0; Actual: 0; Predicted: 0.333095
i:   1; Actual: 0; Predicted: 0.343788
i:   2; Actual: 0; Predicted: 0.369722
i:   3; Actual: 1; Predicted: 0.411576
i:   4; Actual: 1; Predicted: 0.438792
i:   5; Actual: 1; Predicted: 0.488341
i:   6; Actual: 1; Predicted: 0.517380
i:   7; Actual: 1; Predicted: 0.507060
i:   8; Actual: 1; Predicted: 0.533504
i:   9; Actual: 1; Predicted: 0.543948
i:  10; Actual: 1; Predicted: 0.547252
i:  11; Actual: 1; Predicted: 0.613972
i:  12; Actual: 1; Predicted: 0.631997
i:  13; Actual: 1; Predicted: 0.663561
i:  14; Actual: 1; Predicted: 0.665461
i:  15; Actual: 1; Predicted: 0.674611
i:  16; Actual: 1; Predicted: 0.632538
i:  17; Actual: 1; Predicted: 0.662372
i:  18; Actual: 1; Predicted: 0.657007
i:  19; Actual: 1; Predicted: 0.626217
i:  20; Actual: 1; Predicted: 0.666957
i:  21; Actual: 1; Predicted: 0.681208
i:  22; Actual: 1; Predicted: 0.687317
i:  23; Actual: 1; Predicted: 0.665743
i:  24; Actual: 1; Predicted: 0.691690
i:  25; Actual: 1; Predicted: 0.667267
i:  26; Actual: 1; Predicted: 0.684821
i:  27; Actual: 1; Predicted: 0.651596
i:  28; Actual: 1; Predicted: 0.606302
i:  29; Actual: 1; Predicted: 0.640862
i:  30; Actual: 1; Predicted: 0.640533
i:  31; Actual: 1; Predicted: 0.583467
i:  32; Actual: 1; Predicted: 0.571655
i:  33; Actual: 1; Predicted: 0.592548
i:  34; Actual: 1; Predicted: 0.564947
i:  35; Actual: 1; Predicted: 0.524916
i:  36; Actual: 1; Predicted: 0.522502
i:  37; Actual: 1; Predicted: 0.529860
i:  38; Actual: 1; Predicted: 0.515929
i:  39; Actual: 1; Predicted: 0.547109
i:  40; Actual: 1; Predicted: 0.554171
i:  41; Actual: 1; Predicted: 0.537556
i:  42; Actual: 1; Predicted: 0.556515
i:  43; Actual: 1; Predicted: 0.533784
i:  44; Actual: 1; Predicted: 0.532434
i:  45; Actual: 1; Predicted: 0.531844
i:  46; Actual: 1; Predicted: 0.504361
i:  47; Actual: 1; Predicted: 0.479524
i:  48; Actual: 1; Predicted: 0.486023
i:  49; Actual: 1; Predicted: 0.487805
i:  50; Actual: 1; Predicted: 0.482654
i:  51; Actual: 1; Predicted: 0.420632
i:  52; Actual: 1; Predicted: 0.349630
i:  53; Actual: 1; Predicted: 0.292462
i:  54; Actual: 1; Predicted: 0.337027
i:  55; Actual: 1; Predicted: 0.374808
i:  56; Actual: 1; Predicted: 0.382513
i:  57; Actual: 1; Predicted: 0.272516
i:  58; Actual: 1; Predicted: 0.288043
i:  59; Actual: 1; Predicted: 0.214430
i:  60; Actual: 1; Predicted: 0.218222
i:  61; Actual: 1; Predicted: 0.233245
i:  62; Actual: 1; Predicted: 0.210406
i:  63; Actual: 1; Predicted: 0.246608
i:  64; Actual: 1; Predicted: 0.246878
i:  65; Actual: 1; Predicted: 0.182312
i:  66; Actual: 1; Predicted: 0.191053
i:  67; Actual: 1; Predicted: 0.219414
i:  68; Actual: 1; Predicted: 0.242572
i:  69; Actual: 1; Predicted: 0.331971
i:  70; Actual: 1; Predicted: 0.344262
i:  71; Actual: 1; Predicted: 0.377070
i:  72; Actual: 1; Predicted: 0.339371
i:  73; Actual: 1; Predicted: 0.376231
i:  74; Actual: 1; Predicted: 0.381659
i:  75; Actual: 1; Predicted: 0.507326
i:  76; Actual: 1; Predicted: 0.503781
i:  77; Actual: 1; Predicted: 0.506564
i:  78; Actual: 1; Predicted: 0.498383
i:  79; Actual: 1; Predicted: 0.534839
i:  80; Actual: 1; Predicted: 1.000000
i:  81; Actual: 1; Predicted: 1.000000
i:  82; Actual: 1; Predicted: 1.000000
i:  83; Actual: 1; Predicted: 1.000000
i:  84; Actual: 1; Predicted: 1.000000
i:  85; Actual: 1; Predicted: 1.000000
i:  86; Actual: 1; Predicted: 1.000000
i:  87; Actual: 1; Predicted: 1.000000
i:  88; Actual: 1; Predicted: 1.000000
i:  89; Actual: 1; Predicted: 1.000000
i:  90; Actual: 1; Predicted: 1.000000
i:  91; Actual: 1; Predicted: 1.000000
i:  92; Actual: 1; Predicted: 1.000000
i:  93; Actual: 1; Predicted: 1.000000
i:  94; Actual: 1; Predicted: 1.000000
i:  95; Actual: 1; Predicted: 1.000000
i:  96; Actual: 1; Predicted: 1.000000
i:  97; Actual: 1; Predicted: 1.000000
i:  98; Actual: 1; Predicted: 1.000000
i:  99; Actual: 1; Predicted: 1.000000

-------------------------
LOSS: nan
i: -99; Actual: 0; Predicted: 0.000000
i: -98; Actual: 0; Predicted: 0.000000
i: -97; Actual: 0; Predicted: 0.000000
i: -96; Actual: 0; Predicted: 0.000000
i: -95; Actual: 0; Predicted: 0.000000
i: -94; Actual: 0; Predicted: 0.000000
