LOSS: 2.033602237701416
i: -99; Actual: 0; Predicted: 0.000000
i: -98; Actual: 0; Predicted: 0.000000
i: -97; Actual: 0; Predicted: 0.000000
i: -96; Actual: 0; Predicted: 0.000000
i: -95; Actual: 0; Predicted: 0.000000
i: -94; Actual: 0; Predicted: 0.000000
i: -93; Actual: 0; Predicted: 0.000000
i: -92; Actual: 0; Predicted: 0.000000
i: -91; Actual: 0; Predicted: 0.000000
i: -90; Actual: 0; Predicted: 0.000000
i: -89; Actual: 0; Predicted: 0.000000
i: -88; Actual: 0; Predicted: 0.000000
i: -87; Actual: 0; Predicted: 0.000000
i: -86; Actual: 0; Predicted: 0.000000
i: -85; Actual: 0; Predicted: 0.000000
i: -84; Actual: 0; Predicted: 0.000000
i: -83; Actual: 0; Predicted: 0.000000
i: -82; Actual: 0; Predicted: 0.000000
i: -81; Actual: 0; Predicted: 0.000000
i: -80; Actual: 0; Predicted: 0.000000
i: -79; Actual: 0; Predicted: 0.000000
i: -78; Actual: 0; Predicted: 0.000000
i: -77; Actual: 0; Predicted: 0.000000
i: -76; Actual: 0; Predicted: 0.000000
i: -75; Actual: 0; Predicted: 0.000000
i: -74; Actual: 0; Predicted: 0.000000
i: -73; Actual: 0; Predicted: 0.000000
i: -72; Actual: 0; Predicted: 0.000000
i: -71; Actual: 0; Predicted: 0.000000
i: -70; Actual: 0; Predicted: 0.000000
i: -69; Actual: 0; Predicted: 0.000000
i: -68; Actual: 0; Predicted: 0.000000
i: -67; Actual: 0; Predicted: 0.000000
i: -66; Actual: 0; Predicted: 0.000000
i: -65; Actual: 0; Predicted: 0.000000
i: -64; Actual: 0; Predicted: 0.000000
i: -63; Actual: 0; Predicted: 0.000000
i: -62; Actual: 0; Predicted: 0.000000
i: -61; Actual: 0; Predicted: 0.000000
i: -60; Actual: 0; Predicted: 0.000000
i: -59; Actual: 0; Predicted: 0.000000
i: -58; Actual: 0; Predicted: 0.000000
i: -57; Actual: 0; Predicted: 0.000000
i: -56; Actual: 0; Predicted: 0.000000
i: -55; Actual: 0; Predicted: 0.000000
i: -54; Actual: 0; Predicted: 0.000000
i: -53; Actual: 0; Predicted: 0.000000
i: -52; Actual: 0; Predicted: 0.000000
i: -51; Actual: 0; Predicted: 0.000000
i: -50; Actual: 0; Predicted: 0.000000
i: -49; Actual: 0; Predicted: 0.000000
i: -48; Actual: 0; Predicted: 0.000000
i: -47; Actual: 0; Predicted: 0.000000
i: -46; Actual: 0; Predicted: 0.000000
i: -45; Actual: 0; Predicted: 0.000000
i: -44; Actual: 0; Predicted: 0.000000
i: -43; Actual: 0; Predicted: 0.000000
i: -42; Actual: 0; Predicted: 0.000000
i: -41; Actual: 0; Predicted: 0.000000
i: -40; Actual: 0; Predicted: 0.000000
i: -39; Actual: 0; Predicted: 0.000000
i: -38; Actual: 0; Predicted: 0.000000
i: -37; Actual: 0; Predicted: 0.000000
i: -36; Actual: 0; Predicted: 0.000000
i: -35; Actual: 0; Predicted: 0.000000
i: -34; Actual: 0; Predicted: 0.000000
i: -33; Actual: 0; Predicted: 0.000000
i: -32; Actual: 0; Predicted: 0.000000
i: -31; Actual: 0; Predicted: 0.000000
i: -30; Actual: 0; Predicted: 0.000000
i: -29; Actual: 0; Predicted: 0.000000
i: -28; Actual: 0; Predicted: 0.000000
i: -27; Actual: 0; Predicted: 0.000000
i: -26; Actual: 0; Predicted: 0.000000
i: -25; Actual: 0; Predicted: 0.000000
i: -24; Actual: 0; Predicted: 0.000000
i: -23; Actual: 0; Predicted: 0.000000
i: -22; Actual: 0; Predicted: 0.000000
i: -21; Actual: 0; Predicted: 0.000000
i: -20; Actual: 0; Predicted: 0.000000
i: -19; Actual: 0; Predicted: 0.000000
i: -18; Actual: 0; Predicted: 0.000000
i: -17; Actual: 0; Predicted: 0.000000
i: -16; Actual: 0; Predicted: 0.000000
i: -15; Actual: 0; Predicted: 0.000373
i: -14; Actual: 0; Predicted: 0.000095
i: -13; Actual: 0; Predicted: 0.000435
i: -12; Actual: 0; Predicted: 0.000428
i: -11; Actual: 0; Predicted: 0.000412
i: -10; Actual: 0; Predicted: 0.000409
i:  -9; Actual: 0; Predicted: 0.000871
i:  -8; Actual: 0; Predicted: 0.001115
i:  -7; Actual: 0; Predicted: 0.002206
i:  -6; Actual: 0; Predicted: 0.003632
i:  -5; Actual: 0; Predicted: 0.001734
i:  -4; Actual: 0; Predicted: 0.003968
i:  -3; Actual: 0; Predicted: 0.005024
i:  -2; Actual: 0; Predicted: 0.009653
i:  -1; Actual: 0; Predicted: 0.029670
i:   0; Actual: 0; Predicted: 0.174413
i:   1; Actual: 0; Predicted: 0.385673
i:   2; Actual: 0; Predicted: 0.619457
i:   3; Actual: 0; Predicted: 0.806776
i:   4; Actual: 0; Predicted: 0.891163
i:   5; Actual: 1; Predicted: 0.919493
i:   6; Actual: 1; Predicted: 0.927965
i:   7; Actual: 1; Predicted: 0.945778
i:   8; Actual: 1; Predicted: 0.958956
i:   9; Actual: 1; Predicted: 0.963097
i:  10; Actual: 1; Predicted: 0.967552
i:  11; Actual: 1; Predicted: 0.972182
i:  12; Actual: 1; Predicted: 0.977369
i:  13; Actual: 1; Predicted: 0.975935
i:  14; Actual: 1; Predicted: 0.981658
i:  15; Actual: 1; Predicted: 0.977022
i:  16; Actual: 1; Predicted: 0.984587
i:  17; Actual: 1; Predicted: 0.985002
i:  18; Actual: 1; Predicted: 0.986435
i:  19; Actual: 1; Predicted: 0.984693
i:  20; Actual: 1; Predicted: 0.984126
i:  21; Actual: 1; Predicted: 0.986512
i:  22; Actual: 1; Predicted: 0.989807
i:  23; Actual: 1; Predicted: 0.987805
i:  24; Actual: 1; Predicted: 0.987818
i:  25; Actual: 1; Predicted: 0.988582
i:  26; Actual: 1; Predicted: 0.985430
i:  27; Actual: 1; Predicted: 0.990005
